id,category,name,price,reference_price,reference_unit,date
1556,cereales,Cereales rellenos de crema de cacao y avellana sin gluten Hacendado,1.9,4.75,kg,2020-07-21 12:06:00
1557,cereales,Copos de avena Brüggen,0.77,1.54,kg,2020-07-21 12:06:00
1558,cereales,Copos de trigo integral y arroz Special K classic,2.99,5.98,kg,2020-07-21 12:06:00
1559,cereales,Muesli crujiente con chocolate Hacendado,1.75,3.5,kg,2020-07-21 12:06:00
1560,cereales,Copos de trigo integral y arroz Special K dark chocolate,2.65,7.07,kg,2020-07-21 12:06:00
1561,cereales,Copos de trigo integral y arroz 0% azúcares añadidos Hacendado,1.7,3.4,kg,2020-07-21 12:06:00
1562,cereales,Copos trigo de espelta integral Hacendado,1.5,3.75,kg,2020-07-21 12:06:00
1563,cereales,Muesli crujiente con frutos secos Hacendado,1.75,3.5,kg,2020-07-21 12:06:00
1564,cereales,Muesli crujiente sin azúcares añadidos Hacendado,1.6,3.2,kg,2020-07-21 12:06:00
1565,cereales,Copos de trigo integral y arroz bañados en chocolate con leche Hacendado,1.79,4.77,kg,2020-07-21 12:06:00
1566,cereales,"Copos de arroz, trigo integral y cebada con chocolate Hacendado",1.99,4.42,kg,2020-07-21 12:06:00
1567,cereales,Muesli crunchy Hacendado,1.25,2.5,kg,2020-07-21 12:06:00
1568,cereales,Cereales de trigo entero integral Weetabix,2.65,6.16,kg,2020-07-21 12:06:00
1569,cereales,Muesli crujiente con fruta Hacendado,1.59,3.18,kg,2020-07-21 12:06:00
1570,cereales,Avena molida Hacendado,1,2,kg,2020-07-21 12:06:00
1571,cereales,Cereales choco All-Bran Kellogg's,2.59,6.91,kg,2020-07-21 12:06:00
1572,cereales,"Copos de arroz, trigo integral y cebada con frutos rojos Hacendado",1.5,5,kg,2020-07-21 12:06:00
1573,cereales,Salvado de avena Hacendado,1.15,2.3,kg,2020-07-21 12:06:00
1574,cereales,"Copos de arroz, trigo y cebada integral classic Hacendado",1.59,3.18,kg,2020-07-21 12:06:00
1575,cereales,Cereales y semillas granola Hacendado con frutos secos,1.85,4.63,kg,2020-07-21 12:06:00
1576,cereales,Copos de trigo integral fruta & fibra Hacendado,1.49,3.31,kg,2020-07-21 12:06:00
1577,cereales,Muesli con frutas Hacendado,1.59,1.59,kg,2020-07-21 12:06:00
1578,cereales,Muesli 50% frutas y frutos secos Hacendado,1.79,3.58,kg,2020-07-21 12:06:00
1579,cereales,Salvado de trigo integral Hacendado,0.89,3.56,kg,2020-07-21 12:06:00
1580,cereales,"Muesli con quinoa, chía y chocolate negro Hacendado",1.8,4.5,kg,2020-07-21 12:06:00
1581,cereales,Cereal mix 0% azúcares añadidos Hacendado,2.3,6.13,kg,2020-07-21 12:06:00
1582,cereales,Barritas de cereales Hacendado chocolate con leche,1.15,9.58,kg,2020-07-21 12:06:00
1583,cereales,Barritas de cereales Hacendado con chocolate blanco,1.1,9.17,kg,2020-07-21 12:06:00
1584,cereales,Barritas de cereales muesli Hacendado con chocolate,0.99,7.17,kg,2020-07-21 12:06:00
1585,cereales,Barritas de sésamo Schock's,0.85,11.33,kg,2020-07-21 12:06:00
1586,cereales,Barritas de cereales muesli Hacendado frutos secos,0.97,6.47,kg,2020-07-21 12:06:00
1587,cereales,"Barritas de cereales Hacendado con avena, chocolate negro y naranja",1.15,6.85,kg,2020-07-21 12:06:00
1588,cereales,Barritas de cereales Hacendado con arándanos,1.35,11.25,kg,2020-07-21 12:06:00
1589,cereales,Barrita con proteínas Enervit Sport sabor chocolate,2.2,18.33,kg,2020-07-21 12:06:00
1590,cereales,Barrita con proteínas Enervit Sport sabor yogur y vainilla,2.95,24.58,kg,2020-07-21 12:06:00
1591,cereales,Barrita sustitutivo de comida Belladieta sabor avena y chocolate con leche,5.4,22.5,kg,2020-07-21 12:06:00
1592,cereales,Barritas de frutos secos Hacendado,1.75,14.58,kg,2020-07-21 12:06:00
1593,cereales,Barrita con proteínas Enervit Sport sabor coco y chocolate,2.95,24.58,kg,2020-07-21 12:06:00
1594,cereales,Barrita sustitutivo de comida Belladieta sabor chocolate negro,5.4,22.5,kg,2020-07-21 12:06:00
1595,cereales,Barrita almendras y chocolate Enervit Sport,2.2,24.44,kg,2020-07-21 12:06:00
1596,cereales,Barrita de frutos secos y vitaminas Enervit Sport,2.8,26.67,kg,2020-07-21 12:06:00
1597,cereales,Barritas de cereales muesli Hacendado con albaricoque,0.98,6.53,kg,2020-07-21 12:06:00
1598,tortitas,Tortitas de maíz Hacendado,1,8.33,kg,2020-07-21 12:06:00
1599,tortitas,Tortitas de maíz con chocolate Hacendado,1.5,11.54,kg,2020-07-21 12:06:00
1600,tortitas,Tortitas de arroz con chocolate blanco sabor yogur Hacendado,1.3,10.83,kg,2020-07-21 12:06:00
1601,tortitas,Tortitas de arroz con chocolate Hacendado,1.55,12.7,kg,2020-07-21 12:06:00
1602,tortitas,Tortitas de arroz Hacendado,1.05,8.47,kg,2020-07-21 12:06:00
1603,tortitas,Tortitas de arroz con chocolate con leche Hacendado,1.55,11.92,kg,2020-07-21 12:06:00
1604,tortitas,Tortitas de avena y arroz Selecta,1.35,15,kg,2020-07-21 12:06:00
1605,galletas,Galletas María dorada Hacendado,0.95,1.19,kg,2020-07-21 12:06:00
1606,galletas,Galletas Dinosaurus con cereales,1.7,5.17,kg,2020-07-21 12:06:00
1607,galletas,Galletas tostadas Tosta Rica,1.85,3.25,kg,2020-07-21 12:06:00
1608,galletas,Galletas divertidas Hacendado El Rey León,1.39,2.32,kg,2020-07-21 12:06:00
1609,galletas,Galletas tostadas Hacendado,0.85,1.06,kg,2020-07-21 12:06:00
1610,galletas,Galletas Relieve Hacendado,0.95,1.47,kg,2020-07-21 12:06:00
1611,galletas,Galletas María Hacendado,0.95,1.19,kg,2020-07-21 12:06:00
1612,galletas,Galletas Minis Hacendado,1.75,3.5,kg,2020-07-21 12:06:00
1613,galletas,Galletas María Hacendado 0% azúcares añadidos,0.8,4,kg,2020-07-21 12:06:00
1614,galletas,Galletas María Fontaneda,2.06,2.58,kg,2020-07-21 12:06:00
1615,galletas,Galletas María sin gluten y sin lactosa Hacendado,1.3,6.34,kg,2020-07-21 12:06:00
1616,galletas,Galletas de jengibre,1.8,5,kg,2020-07-21 12:06:00
1617,galletas,Galletas pastas tradicionales Hacendado,1.3,2.17,kg,2020-07-21 12:06:00
1618,galletas,Galletas María hojaldrada Hacendado,1.15,2.4,kg,2020-07-21 12:06:00
1619,galletas,Galletas Oceanix Cuétara,1.4,4.24,kg,2020-07-21 12:06:00
1620,galletas,Galletas canela Hacendado,1.27,2.54,kg,2020-07-21 12:06:00
1621,galletas,Galletas Digestive Hacendado,1.1,1.38,kg,2020-07-21 12:06:00
1622,galletas,Galletas María integral Hacendado,0.99,1.24,kg,2020-07-21 12:06:00
1623,galletas,Galletas digestive avena Hacendado,1.09,2.56,kg,2020-07-21 12:06:00
1624,galletas,Galletas Digestive 0% azúcares añadidos Hacendado,0.95,3.22,kg,2020-07-21 12:06:00
1625,galletas,Galletas Cereales & fibra Hacendado,0.9,3.16,kg,2020-07-21 12:06:00
1626,galletas,Galletas integrales con cereales Hacendado,0.95,3.17,kg,2020-07-21 12:06:00
1627,galletas,Galletas mini de espelta Hacendado 0% azúcares añadidos,1.15,5.75,kg,2020-07-21 12:06:00
1628,galletas,Galletas tostadas al horno Flora,1.29,2.87,kg,2020-07-21 12:06:00
1629,galletas,Galletas Digestive fibra 23% Hacendado,1.4,3.5,kg,2020-07-21 12:06:00
1630,galletas,"Galletas de cereales con miel, avellana y chocolate Belvita",1,4.44,kg,2020-07-21 12:06:00
1631,galletas,Galletas Digestive manzana & avena Hacendado,1.4,3.65,kg,2020-07-21 12:06:00
1632,galletas,Galletas Cookies Hacendado,0.85,3.78,kg,2020-07-21 12:06:00
1633,galletas,Galletas rebuenas Hacendado rellenas de chocolate,0.89,1.78,kg,2020-07-21 12:06:00
1634,galletas,Galletas mini Oreo,1.45,9.06,kg,2020-07-21 12:06:00
1635,galletas,Galletas Oreo,1.05,6.82,kg,2020-07-21 12:06:00
1636,galletas,Galletas mini Chips Ahoy,1.45,9.06,kg,2020-07-21 12:06:00
1637,galletas,Galletas Chocominis sabor chocolate Hacendado,1.75,3.5,kg,2020-07-21 12:06:00
1638,galletas,Galletas Digestive chocolate con leche Hacendado,0.85,2.83,kg,2020-07-21 12:06:00
1639,galletas,Galletas Roditas bañadas con chocolate blanco Hacendado,0.57,3.8,kg,2020-07-21 12:06:00
1640,galletas,Galletas Príncipe con crema de chocolate,3,5,kg,2020-07-21 12:06:00
1641,galletas,Galletas mini caritas Hacendado con crema de cacao,1.45,4.41,kg,2020-07-21 12:06:00
1642,galletas,Galletas caocream Hacendado rellenas de crema,0.65,2.95,kg,2020-07-21 12:06:00
1643,galletas,Galletas Choco negro con chocolatina Hacendado,1,6.67,kg,2020-07-21 12:06:00
1644,galletas,Barritas de galleta Chips Ahoy,1,7.14,kg,2020-07-21 12:06:00
1645,galletas,Bizcochitos Lulu el osito,1.25,8.33,kg,2020-07-21 12:06:00
1646,galletas,Galletas mini cookies Hacendado,1.2,7.5,kg,2020-07-21 12:06:00
1647,galletas,Galletas crujientes chocolate y avena Hacendado,1.58,10.53,kg,2020-07-21 12:06:00
1648,galletas,Palitos Mikado chocolate noir,1.35,18,kg,2020-07-21 12:06:00
1649,galletas,Galletas con chocolate y crema de leche Hacendado,1.95,7.28,kg,2020-07-21 12:06:00
1650,galletas,Galletas caocream chocolate blanco Hacendado rellenas de crema,1.09,4.33,kg,2020-07-21 12:06:00
1651,galletas,Galletas rellenas de chocolate Hacendado 0% azúcares añadidos,0.75,4.87,kg,2020-07-21 12:06:00
1652,galletas,Galletas con chocolate con leche Hacendado,1.1,4.66,kg,2020-07-21 12:06:00
1653,galletas,Barquillos rellenos sabor nata Hacendado,0.7,3.33,kg,2020-07-21 12:06:00
1654,galletas,Barquillos rellenos de chocolate Hacendado,0.7,3.33,kg,2020-07-21 12:06:00
1655,galletas,Galletas con chocolate blanco Hacendado,1.2,5.08,kg,2020-07-21 12:06:00
1656,galletas,Galletas rellenas de naranja Hacendado bañadas de chocolate,1.09,3.63,kg,2020-07-21 12:06:00
1657,galletas,Galletas Digestive avena Hacendado con chocolate,1.2,4,kg,2020-07-21 12:06:00
1658,galletas,Barquillos rellenos de nata Hacendado 0% azúcares añadidos,0.95,4.52,kg,2020-07-21 12:06:00
1659,galletas,Galletas gofre rellenas de caramelo Hacendado,1.7,4.25,kg,2020-07-21 12:06:00
1660,galletas,Galletas cookies sin gluten y sin lactosa Hacendado,1.75,8.75,kg,2020-07-21 12:06:00
1661,galletas,Galletas caocream chocolate con leche Hacendado rellenas de crema,1.09,4.33,kg,2020-07-21 12:06:00
1662,galletas,Chocolate con leche Choco Biscuits Cadbury,1,9.09,kg,2020-07-21 12:06:00
1663,galletas,Galletas Choco leche con chocolatina Hacendado,1,6.67,kg,2020-07-21 12:06:00
1664,galletas,Galletas rellenas sabor tiramisú Hacendado,1.49,8.28,kg,2020-07-21 12:06:00
1665,galletas,Rosquillas de chocolate y almendra Hacendado,1.49,4.97,kg,2020-07-21 12:06:00
1666,galletas,Galletas de cacao sin gluten rellenas de crema Hacendado,2.5,9.26,kg,2020-07-21 12:06:00
1667,galletas,Galletas crujientes sin gluten rellenas de crema de cacao Hacendado,2,11.11,kg,2020-07-21 12:06:00
1668,galletas,Galletas María choco Hacendado,0.85,3.21,kg,2020-07-21 12:06:00
1669,galletas,Galletas Roditas bañadas con chocolate con leche Hacendado,0.57,3.8,kg,2020-07-21 12:06:00
1670,galletas,Galletas rellenas de frambuesa Hacendado bañadas de chocolate,1.09,3.63,kg,2020-07-21 12:06:00
1671,galletas,Barquillos mini rolls bañados con chocolate con leche Hacendado,1.2,8,kg,2020-07-21 12:06:00
1672,galletas,Chocolate con leche Bites Cadbury con relleno sabor vainilla y trozos de galleta,1.2,10.91,kg,2020-07-21 12:06:00
1673,galletas,Chocolate con leche Crunchie Rocks Cadbury con copos de maíz y trozos de caramelo,1.2,10.91,kg,2020-07-21 12:06:00
1674,galletas,Galletas Roditas bañadas con chocolate negro Hacendado,0.57,3.8,kg,2020-07-21 12:06:00
1675,galletas,Bizcocho bañado en chocolate con leche Cadbury delight,1.5,8.57,kg,2020-07-21 12:06:00
1676,galletas,Galletas caramelizadas biscoff Lotus,1.25,6.68,kg,2020-07-21 12:06:00
1677,galletas,Galletas con mantequilla Hacendado,1,8,kg,2020-07-21 12:06:00
1678,galletas,Surtido de galletas y barquillos Hacendado,1.15,2.3,kg,2020-07-21 12:06:00
1679,galletas,Surtido de galletas Hacendado mantequilla y pepitas de chocolate,2.09,6.15,kg,2020-07-21 12:06:00
1680,galletas,Galletas rellenas de coco Hacendado,1.3,13,kg,2020-07-21 12:06:00
1681,galletas,Surtido de galletas Hacendado,2.6,5.2,kg,2020-07-21 12:06:00
1682,galletas,Galletas de mantequilla Hacendado Belgas,1.5,8.33,kg,2020-07-21 12:06:00
1683,galletas,Surtido de pastas artesanas Hacendado,1.85,3.7,kg,2020-07-21 12:06:00
1684,galletas,Obleas redondas Hacendado,1.99,7.8,kg,2020-07-21 12:06:00
1685,cafe_capsula_y_monodosis,Café en cápsula ristretto L'Or Espresso,3.4,65.38,kg,2020-07-21 12:06:00
1686,cafe_capsula_y_monodosis,Café en cápsula extra fuerte Hacendado Espresso,3.74,34,kg,2020-07-21 12:06:00
1687,cafe_capsula_y_monodosis,Café en cápsula fuerte Hacendado Espresso,3.74,37.78,kg,2020-07-21 12:06:00
1688,cafe_capsula_y_monodosis,Café en cápsula sontuoso L'Or Espresso,3.4,65.38,kg,2020-07-21 12:06:00
1689,cafe_capsula_y_monodosis,Café en cápsula descafeinado Hacendado Espresso,3.74,37.78,kg,2020-07-21 12:06:00
1690,cafe_capsula_y_monodosis,Café en cápsula descafeinado ristretto L'Or Espresso,3.4,65.38,kg,2020-07-21 12:06:00
1691,cafe_capsula_y_monodosis,Café en cápsula Colombia Hacendado Espresso,3.8,38.38,kg,2020-07-21 12:06:00
1692,cafe_capsula_y_monodosis,Café en cápsula classic Hacendado Espresso,3.74,37.78,kg,2020-07-21 12:06:00
1693,cafe_capsula_y_monodosis,Café en cápsula ristretto Hacendado Espresso,3.74,37.78,kg,2020-07-21 12:06:00
1694,cafe_capsula_y_monodosis,Café en cápsula lungo Hacendado,3.74,34,kg,2020-07-21 12:06:00
1695,cafe_capsula_y_monodosis,Café en cápsula Colombia L'Or Espresso,3.4,65.38,kg,2020-07-21 12:06:00
1696,cafe_capsula_y_monodosis,Café en cápsula espresso intenso Dolce Gusto,4.25,37.95,kg,2020-07-21 12:06:00
1697,cafe_capsula_y_monodosis,Café en cápsula extra forte Cocatech,3.4,28.33,kg,2020-07-21 12:06:00
1698,cafe_capsula_y_monodosis,Café en cápsula forte Cocatech,3.4,28.33,kg,2020-07-21 12:06:00
1699,cafe_capsula_y_monodosis,Café en cápsula classic Cocatech,3.4,28.33,kg,2020-07-21 12:06:00
1700,cafe_capsula_y_monodosis,Café en cápsula descafeinado espresso intenso Dolce Gusto,4.25,37.95,kg,2020-07-21 12:06:00
1701,cafe_capsula_y_monodosis,Café en cápsula ristretto ardenza Dolce Gusto,4.25,33.2,kg,2020-07-21 12:06:00
1702,cafe_capsula_y_monodosis,Café con leche en cápsula Dolce Gusto,4.25,26.56,kg,2020-07-21 12:06:00
2345,especias,Romero Hacendado,0.8,2,100 g,2020-07-21 12:06:00
1703,cafe_capsula_y_monodosis,Café con leche en cápsula Cocatech,3.4,21.25,kg,2020-07-21 12:06:00
1704,cafe_capsula_y_monodosis,Café en cápsula ristretto napoli Dolce Gusto,4.25,33.2,kg,2020-07-21 12:06:00
1705,cafe_capsula_y_monodosis,Café en cápsula cortado Dolce Gusto,4.25,42.5,kg,2020-07-21 12:06:00
1706,cafe_capsula_y_monodosis,Café en cápsula descafeinado Cocatech,3.4,30.36,kg,2020-07-21 12:06:00
1707,cafe_capsula_y_monodosis,Cortado en cápsula Cocatech,3.4,33.73,kg,2020-07-21 12:06:00
1708,cafe_capsula_y_monodosis,Café en cápsula cortado descafeinado Dolce Gusto,4.25,42.93,kg,2020-07-21 12:06:00
1709,cafe_capsula_y_monodosis,Café en cápsula cappuccino Dolce Gusto,4.25,22.85,kg,2020-07-21 12:06:00
1710,cafe_capsula_y_monodosis,Café con leche en cápsula descafeinado Dolce Gusto,4.25,26.56,kg,2020-07-21 12:06:00
1711,cafe_capsula_y_monodosis,Café con leche en cápsula descafeinado Cocatech,3.4,21.25,kg,2020-07-21 12:06:00
1712,cafe_capsula_y_monodosis,Chococino en cápsula Dolce Gusto,4.25,16.6,kg,2020-07-21 12:06:00
1713,cafe_capsula_y_monodosis,Cortado en cápsula descafeinado Cocatech,3.4,34.27,kg,2020-07-21 12:06:00
1714,cafe_capsula_y_monodosis,Preparado de leche en cápsula Cocatech,3.25,11.95,kg,2020-07-21 12:06:00
1715,cafe_capsula_y_monodosis,Café en cápsula espresso Tassimo,4.52,38.18,kg,2020-07-21 12:06:00
1716,cafe_capsula_y_monodosis,Café en cápsula largo Tassimo,4.52,34.04,kg,2020-07-21 12:06:00
1717,cafe_capsula_y_monodosis,Café en cápsula cortado Tassimo,4.52,24.57,kg,2020-07-21 12:06:00
1718,cafe_capsula_y_monodosis,Café en cápsula descafeinado Tassimo,4.52,38.18,kg,2020-07-21 12:06:00
1719,cafe_capsula_y_monodosis,Café con leche en cápsula Tassimo,4.52,24.57,kg,2020-07-21 12:06:00
1720,cafe_capsula_y_monodosis,Café monodosis natural Hacendado,2.15,9.6,kg,2020-07-21 12:06:00
1721,cafe_capsula_y_monodosis,Café monodosis mezcla Hacendado,2.6,11.61,kg,2020-07-21 12:06:00
1722,cafe_capsula_y_monodosis,Café monodosis intenso Hacendado,2.9,12.95,kg,2020-07-21 12:06:00
1723,cafe_capsula_y_monodosis,Café monodosis natural Hacendado Espresso,3.05,21.79,kg,2020-07-21 12:06:00
1724,cafe_capsula_y_monodosis,Café monodosis descafeinado natural Hacendado,2.3,10.27,kg,2020-07-21 12:06:00
1725,cafe_capsula_y_monodosis,Café monodosis Colombia Hacendado,3.25,14.51,kg,2020-07-21 12:06:00
1726,cafe_capsula_y_monodosis,Café monodosis descafeinado Hacendado Espresso,3.5,25,kg,2020-07-21 12:06:00
1727,cafe_capsula_y_monodosis,Café filtro monodosis americano Hacendado,1.9,27.14,kg,2020-07-21 12:06:00
1728,cafe_molido_y_en_grano,Café molido natural Bonka,2,8,kg,2020-07-21 12:06:00
1729,cafe_molido_y_en_grano,Café molido natural Hacendado,4.05,4.05,kg,2020-07-21 12:06:00
1730,cafe_molido_y_en_grano,Café molido natural Hacendado,2.05,4.1,kg,2020-07-21 12:06:00
1731,cafe_molido_y_en_grano,Café molido natural Hacendado,1.05,4.2,kg,2020-07-21 12:06:00
1732,cafe_molido_y_en_grano,Café molido natural Hacendado Espresso,1.85,7.4,kg,2020-07-21 12:06:00
1733,cafe_molido_y_en_grano,Café molido natural Cafés Valiente,3.09,12.36,kg,2020-07-21 12:06:00
1734,cafe_molido_y_en_grano,Café molido mezcla fuerte Hacendado,4.45,4.45,kg,2020-07-21 12:06:00
1735,cafe_molido_y_en_grano,Café molido mezcla fuerte Hacendado,2.3,4.6,kg,2020-07-21 12:06:00
1736,cafe_molido_y_en_grano,Café molido mezcla fuerte Hacendado,1.19,4.76,kg,2020-07-21 12:06:00
1737,cafe_molido_y_en_grano,Café molido descafeinado natural Hacendado,2.46,4.92,kg,2020-07-21 12:06:00
1738,cafe_molido_y_en_grano,Café molido descafeinado natural Hacendado,1.25,5,kg,2020-07-21 12:06:00
1739,cafe_molido_y_en_grano,Café molido mezcla Marcilla crème express,3.29,13.16,kg,2020-07-21 12:06:00
1740,cafe_molido_y_en_grano,Café molido descafeinado mezcla Hacendado,2.5,5,kg,2020-07-21 12:06:00
1741,cafe_molido_y_en_grano,Café molido descafeinado mezcla Hacendado,1.29,5.16,kg,2020-07-21 12:06:00
1742,cafe_molido_y_en_grano,Café molido mezcla Hacendado Espresso,1.85,7.4,kg,2020-07-21 12:06:00
1743,cafe_molido_y_en_grano,Café molido Colombia Hacendado,2.45,9.8,kg,2020-07-21 12:06:00
1744,cafe_molido_y_en_grano,Café molido intenso Hacendado,1.9,7.6,kg,2020-07-21 12:06:00
1745,cafe_molido_y_en_grano,Café molido natural fuerte Hacendado,1.19,4.76,kg,2020-07-21 12:06:00
1746,cafe_molido_y_en_grano,Café molido descafeinado Hacendado Espresso,2.1,8.4,kg,2020-07-21 12:06:00
1747,cafe_molido_y_en_grano,Café molido mezcla suave Hacendado,1.29,5.16,kg,2020-07-21 12:06:00
1748,cafe_molido_y_en_grano,Café en grano natural Hacendado,5.95,5.95,kg,2020-07-21 12:06:00
1749,cafe_molido_y_en_grano,Café en grano mezcla suave Hacendado,5.95,5.95,kg,2020-07-21 12:06:00
1750,cafe_molido_y_en_grano,Café en grano mezcla fuerte Hacendado,5.95,5.95,kg,2020-07-21 12:06:00
1751,cafe_molido_y_en_grano,Café en grano descafeinado natural Hacendado,3.6,7.2,kg,2020-07-21 12:06:00
1752,cafe_molido_y_en_grano,Café en grano torrefacto Hacendado,3.2,6.4,kg,2020-07-21 12:06:00
1753,cafe_soluble_y_otras_bebidas,Café soluble clásico Hacendado,1.9,9.5,kg,2020-07-21 12:06:00
1754,cafe_soluble_y_otras_bebidas,Café soluble clásico Hacendado,1.42,14.2,kg,2020-07-21 12:06:00
1755,cafe_soluble_y_otras_bebidas,Café soluble clásico Hacendado en sobres,0.79,3.95,100 g,2020-07-21 12:06:00
1756,cafe_soluble_y_otras_bebidas,Café soluble natural Nescafé classic,5.25,26.25,kg,2020-07-21 12:06:00
1757,cafe_soluble_y_otras_bebidas,Café soluble natural Nescafé classic,3.41,34.1,kg,2020-07-21 12:06:00
1758,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Hacendado,2.49,12.45,kg,2020-07-21 12:06:00
1759,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Hacendado,1.55,15.5,kg,2020-07-21 12:06:00
1760,cafe_soluble_y_otras_bebidas,Café soluble en sobres descafeinado Hacendado,0.84,4.2,100 g,2020-07-21 12:06:00
1761,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Nescafé classic,5.95,29.75,kg,2020-07-21 12:06:00
1762,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Nescafé classic,3.87,38.7,kg,2020-07-21 12:06:00
1763,cafe_soluble_y_otras_bebidas,Café soluble espresso crema Hacendado,1.5,18.75,kg,2020-07-21 12:06:00
1764,cafe_soluble_y_otras_bebidas,Café soluble cappuccino Hacendado,1.99,7.96,kg,2020-07-21 12:06:00
1765,cafe_soluble_y_otras_bebidas,Café soluble cappuccino Nescafé,3.53,14.12,kg,2020-07-21 12:06:00
1766,cafe_soluble_y_otras_bebidas,Café soluble cappuccino caramelo Hacendado,2.38,9.52,kg,2020-07-21 12:06:00
1767,cafe_soluble_y_otras_bebidas,Café soluble cappuccino vienés Hacendado,2.37,7.9,kg,2020-07-21 12:06:00
1768,cafe_soluble_y_otras_bebidas,Café soluble selección Hacendado,2.99,29.9,kg,2020-07-21 12:06:00
1769,cafe_soluble_y_otras_bebidas,Café soluble cappuccino descafeinado Hacendado,2.37,9.48,kg,2020-07-21 12:06:00
1770,cafe_soluble_y_otras_bebidas,Café soluble mocha Nescafé,3.53,11.54,kg,2020-07-21 12:06:00
1771,cafe_soluble_y_otras_bebidas,Café con leche cappuccino Hacendado,0.75,3,L,2020-07-21 12:06:00
1772,cafe_soluble_y_otras_bebidas,Café con leche light sin lactosa Hacendado,0.85,3.4,L,2020-07-21 12:06:00
1773,cafe_soluble_y_otras_bebidas,Café con leche espresso Hacendado,0.75,3,L,2020-07-21 12:06:00
1774,cafe_soluble_y_otras_bebidas,Café con leche descafeinado Hacendado,0.75,3,L,2020-07-21 12:06:00
1775,cafe_soluble_y_otras_bebidas,Horchata fresca Hacendado,0.85,3.4,L,2020-07-21 12:06:00
1776,cafe_soluble_y_otras_bebidas,Crema de leche para café Campina,0.75,3.75,L,2020-07-21 12:06:00
1777,cafe_soluble_y_otras_bebidas,Cereales solubles con achicoria Hacendado,1.59,10.6,kg,2020-07-21 12:06:00
1778,cafe_soluble_y_otras_bebidas,Malta molida El Miguelete,1.43,2.86,kg,2020-07-21 12:06:00
1779,cafe_soluble_y_otras_bebidas,Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde,0.79,0.01,ud,2020-07-21 12:06:00
1780,cafe_soluble_y_otras_bebidas,Cereales ecológicos solubles Eko natural,2.4,16,kg,2020-07-21 12:06:00
1781,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Nesquik,12.6,4.2,kg,2020-07-21 12:06:00
1782,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Nesquik,4.59,4.59,kg,2020-07-21 12:06:00
1783,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Nesquik,2.38,5.95,kg,2020-07-21 12:06:00
1784,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble CaoBon,2.49,2.49,kg,2020-07-21 12:06:00
1785,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble CaoBon,1.9,3.8,kg,2020-07-21 12:06:00
1786,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble en sobres CaoBon,1,9.26,kg,2020-07-21 12:06:00
1787,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Hacendado,2.98,2.98,kg,2020-07-21 12:06:00
1788,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Hacendado,1.99,3.98,kg,2020-07-21 12:06:00
1789,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble Cola cao original,13.95,4.89,kg,2020-07-21 12:06:00
1790,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble Cola Cao original,2.99,7.81,kg,2020-07-21 12:06:00
1791,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble Cola Cao original,4.99,6.57,kg,2020-07-21 12:06:00
1792,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble 0% azúcares añadidos Cola Cao,3.49,10.74,kg,2020-07-21 12:06:00
1793,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble 0% azúcares añadidos CaoBon,2.9,6.44,kg,2020-07-21 12:06:00
1794,cacao_soluble_y_chocolate_a_la_taza,Cacao puro en polvo La Chocolatera,2.7,10.8,kg,2020-07-21 12:06:00
1795,cacao_soluble_y_chocolate_a_la_taza,Cacao en polvo a la taza Valor,2.49,4.98,kg,2020-07-21 12:06:00
1796,cacao_soluble_y_chocolate_a_la_taza,Chocolate líquido a la taza Hacendado,1.45,1.45,L,2020-07-21 12:06:00
1797,cacao_soluble_y_chocolate_a_la_taza,Chocolate para hacer a la taza Valor,2.15,7.17,kg,2020-07-21 12:06:00
1798,cacao_soluble_y_chocolate_a_la_taza,Cacao en polvo instantáneo a la taza Hacendado,1.79,3.58,kg,2020-07-21 12:06:00
1799,cacao_soluble_y_chocolate_a_la_taza,Cacao en polvo a la taza Hacendado,1.25,3.13,kg,2020-07-21 12:06:00
1800,te_e_infusiones,Té verde Hacendado,0.65,2.17,100 g,2020-07-21 12:06:00
1801,te_e_infusiones,Té rojo Hacendado,1,2.5,100 g,2020-07-21 12:06:00
1802,te_e_infusiones,Té Chai Hacendado,1.3,3.25,100 g,2020-07-21 12:06:00
1803,te_e_infusiones,Té verde con menta Hacendado,1.1,3.06,100 g,2020-07-21 12:06:00
1804,te_e_infusiones,Té verde con limón Hacendado,1.2,3,100 g,2020-07-21 12:06:00
1805,te_e_infusiones,Té negro PG tips,1.77,15.26,kg,2020-07-21 12:06:00
